temperature,feels_like,humidity,wind_speed,weather_condition,season,age_range,style_preference,temperature_sensitivity,formality_preference,item_name,category,subcategory,style,usage,base_colour,formality_level,warmth_level,min_temp,max_temp,fit,pattern,is_owned,source_priority,is_recommended
9.0,7.0,84.0,5.0,clear,winter,25-35,formal,normal,formal,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,-1.0,19.0,regular,solid,True,1,0
15.0,13.0,68.0,5.0,clouds,spring,25-35,work,normal,work,Hoodie,pakaian luar,hoodie,casual,daily,black,3,2,5.0,25.0,regular,solid,True,1,0
37.0,35.0,92.0,5.0,drizzle,summer,25-35,walking,normal,walking,Rok,bawahan,rok,casual,daily,black,3,2,27.0,47.0,regular,solid,True,1,1
24.0,22.0,91.0,5.0,clouds,spring,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,14.0,34.0,regular,solid,True,1,1
27.0,25.0,68.0,5.0,drizzle,summer,25-35,walking,normal,walking,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,17.0,37.0,regular,solid,True,1,1
27.0,25.0,64.0,5.0,clouds,summer,25-35,work,normal,work,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,8,17.0,37.0,regular,solid,True,1,0
14.0,12.0,69.0,5.0,rain,winter,25-35,walking,normal,walking,Jaket,pakaian luar,jaket,casual,daily,black,3,2,4.0,24.0,regular,solid,True,1,0
19.0,17.0,82.0,5.0,rain,spring,25-35,work,normal,work,Sepatu Bot,alas kaki,sepatu bot,casual,daily,black,3,7,9.0,29.0,regular,solid,True,1,1
37.0,35.0,85.0,5.0,rain,summer,25-35,walking,normal,walking,Sepatu Bot,alas kaki,sepatu bot,casual,daily,black,3,2,27.0,47.0,regular,solid,True,1,0
28.0,26.0,71.0,5.0,drizzle,summer,25-35,formal,normal,formal,Rok,bawahan,rok,casual,daily,black,3,2,18.0,38.0,regular,solid,True,1,1
9.0,7.0,61.0,5.0,clouds,winter,25-35,sport,normal,sport,Sneakers,alas kaki,sneakers,casual,daily,black,3,8,-1.0,19.0,regular,solid,True,1,0
8.0,6.0,85.0,5.0,clouds,winter,25-35,casual,normal,casual,Kemeja,atasan,kemeja,casual,daily,black,6,2,-2.0,18.0,regular,solid,True,1,1
16.0,14.0,97.0,5.0,rain,spring,25-35,formal,normal,formal,Sepatu Bot,alas kaki,sepatu bot,casual,daily,black,3,7,6.0,26.0,regular,solid,True,1,1
10.0,8.0,89.0,5.0,rain,winter,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,8,0.0,20.0,regular,solid,True,1,0
8.0,6.0,78.0,5.0,clouds,winter,25-35,walking,normal,walking,Kaos,atasan,kaos,casual,daily,black,3,8,-2.0,18.0,regular,solid,True,1,0
25.0,23.0,100.0,5.0,clouds,spring,25-35,formal,normal,formal,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,15.0,35.0,regular,solid,True,1,0
26.0,24.0,73.0,5.0,drizzle,summer,25-35,casual,normal,casual,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,8,16.0,36.0,regular,solid,True,1,0
29.0,27.0,72.0,5.0,clear,summer,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,19.0,39.0,regular,solid,True,1,1
25.0,23.0,98.0,5.0,clouds,spring,25-35,walking,normal,walking,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,15.0,35.0,regular,solid,True,1,1
23.0,21.0,75.0,5.0,clouds,spring,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,13.0,33.0,regular,solid,True,1,0
23.0,21.0,84.0,5.0,clouds,spring,25-35,formal,normal,formal,Rok,bawahan,rok,casual,daily,black,3,2,13.0,33.0,regular,solid,True,1,1
31.0,29.0,88.0,5.0,clouds,summer,25-35,walking,normal,walking,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,21.0,41.0,regular,solid,True,1,1
19.0,17.0,93.0,5.0,drizzle,spring,25-35,walking,normal,walking,Kemeja,atasan,kemeja,casual,daily,black,6,2,9.0,29.0,regular,solid,True,1,1
35.0,33.0,72.0,5.0,clear,summer,25-35,walking,normal,walking,Sneakers,alas kaki,sneakers,casual,daily,black,3,8,25.0,45.0,regular,solid,True,1,0
9.0,7.0,76.0,5.0,clouds,winter,25-35,casual,normal,casual,Hoodie,pakaian luar,hoodie,casual,daily,black,3,7,-1.0,19.0,regular,solid,True,1,1
27.0,25.0,78.0,5.0,clouds,summer,25-35,walking,normal,walking,Kaos,atasan,kaos,casual,daily,black,3,2,17.0,37.0,regular,solid,True,1,1
24.0,22.0,86.0,5.0,drizzle,spring,25-35,work,normal,work,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,8,14.0,34.0,regular,solid,True,1,0
39.0,37.0,76.0,5.0,drizzle,summer,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,8,29.0,49.0,regular,solid,True,1,0
39.0,37.0,93.0,5.0,rain,summer,25-35,sport,normal,sport,Jaket,pakaian luar,jaket,casual,daily,black,3,2,29.0,49.0,regular,solid,True,1,0
24.0,22.0,82.0,5.0,clouds,spring,25-35,casual,normal,casual,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,14.0,34.0,regular,solid,True,1,1
31.0,29.0,92.0,5.0,rain,summer,25-35,work,normal,work,Sepatu Bot,alas kaki,sepatu bot,casual,daily,black,3,7,21.0,41.0,regular,solid,True,1,1
28.0,26.0,99.0,5.0,clear,summer,25-35,casual,normal,casual,Sandal,alas kaki,sandal,casual,daily,black,3,8,18.0,38.0,regular,solid,True,1,0
29.0,27.0,60.0,5.0,drizzle,summer,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,2,19.0,39.0,regular,solid,True,1,1
30.0,28.0,90.0,5.0,rain,summer,25-35,work,normal,work,Sepatu Bot,alas kaki,sepatu bot,casual,daily,black,3,7,20.0,40.0,regular,solid,True,1,1
9.0,7.0,89.0,5.0,clear,winter,25-35,walking,normal,walking,Kemeja,atasan,kemeja,casual,daily,black,6,8,-1.0,19.0,regular,solid,True,1,0
20.0,18.0,80.0,5.0,clear,spring,25-35,sport,normal,sport,Legging,bawahan,legging,casual,daily,black,3,2,10.0,30.0,regular,solid,True,1,1
10.0,8.0,91.0,5.0,drizzle,winter,25-35,formal,normal,formal,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,0.0,20.0,regular,solid,True,1,1
9.0,7.0,100.0,5.0,rain,winter,25-35,walking,normal,walking,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,-1.0,19.0,regular,solid,True,1,1
31.0,29.0,88.0,5.0,drizzle,summer,25-35,casual,normal,casual,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,21.0,41.0,regular,solid,True,1,1
36.0,34.0,90.0,5.0,clear,summer,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,26.0,46.0,regular,solid,True,1,1
8.0,6.0,67.0,5.0,clouds,winter,25-35,formal,normal,formal,Hoodie,pakaian luar,hoodie,casual,daily,black,3,2,-2.0,18.0,regular,solid,True,1,0
9.0,7.0,62.0,5.0,drizzle,winter,25-35,formal,normal,formal,Blouse,atasan,blouse,casual,daily,black,6,2,-1.0,19.0,regular,solid,True,1,1
15.0,13.0,96.0,5.0,clear,spring,25-35,casual,normal,casual,Hoodie,pakaian luar,hoodie,casual,daily,black,3,7,5.0,25.0,regular,solid,True,1,1
23.0,21.0,87.0,5.0,rain,spring,25-35,casual,normal,casual,Kaos,atasan,kaos,casual,daily,black,3,2,13.0,33.0,regular,solid,True,1,1
28.0,26.0,72.0,5.0,drizzle,summer,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,18.0,38.0,regular,solid,True,1,1
35.0,33.0,70.0,5.0,rain,summer,25-35,work,normal,work,Celana Pendek,bawahan,celana pendek,casual,daily,black,3,8,25.0,45.0,regular,solid,True,1,0
23.0,21.0,65.0,5.0,clouds,spring,25-35,casual,normal,casual,Sandal,alas kaki,sandal,casual,daily,black,3,2,13.0,33.0,regular,solid,True,1,1
30.0,28.0,87.0,5.0,drizzle,summer,25-35,work,normal,work,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,20.0,40.0,regular,solid,True,1,1
34.0,32.0,65.0,5.0,clouds,summer,25-35,formal,normal,formal,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,24.0,44.0,regular,solid,True,1,1
39.0,37.0,91.0,5.0,drizzle,summer,25-35,casual,normal,casual,Kaos,atasan,kaos,casual,daily,black,3,8,29.0,49.0,regular,solid,True,1,0
15.0,13.0,69.0,5.0,clouds,spring,25-35,sport,normal,sport,Hoodie,pakaian luar,hoodie,casual,daily,black,3,7,5.0,25.0,regular,solid,True,1,1
35.0,33.0,79.0,5.0,clouds,summer,25-35,casual,normal,casual,Sandal,alas kaki,sandal,casual,daily,black,3,8,25.0,45.0,regular,solid,True,1,0
39.0,37.0,67.0,5.0,drizzle,summer,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,8,29.0,49.0,regular,solid,True,1,0
21.0,19.0,74.0,5.0,clouds,spring,25-35,casual,normal,casual,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,8,11.0,31.0,regular,solid,True,1,0
15.0,13.0,95.0,5.0,drizzle,spring,25-35,sport,normal,sport,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,5.0,25.0,regular,solid,True,1,1
11.0,9.0,99.0,5.0,clouds,winter,25-35,work,normal,work,Hoodie,pakaian luar,hoodie,casual,daily,black,3,7,1.0,21.0,regular,solid,True,1,1
12.0,10.0,75.0,5.0,clear,winter,25-35,walking,normal,walking,Hoodie,pakaian luar,hoodie,casual,daily,black,3,2,2.0,22.0,regular,solid,True,1,0
34.0,32.0,60.0,5.0,clouds,summer,25-35,casual,normal,casual,Celana Pendek,bawahan,celana pendek,casual,daily,black,3,8,24.0,44.0,regular,solid,True,1,0
26.0,24.0,61.0,5.0,clouds,summer,25-35,walking,normal,walking,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,16.0,36.0,regular,solid,True,1,0
22.0,20.0,76.0,5.0,clouds,spring,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,8,12.0,32.0,regular,solid,True,1,0
28.0,26.0,65.0,5.0,clouds,summer,25-35,walking,normal,walking,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,18.0,38.0,regular,solid,True,1,1
16.0,14.0,67.0,5.0,clear,spring,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,6.0,26.0,regular,solid,True,1,0
16.0,14.0,70.0,5.0,clear,spring,25-35,walking,normal,walking,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,6.0,26.0,regular,solid,True,1,1
35.0,33.0,63.0,5.0,drizzle,summer,25-35,casual,normal,casual,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,8,25.0,45.0,regular,solid,True,1,0
8.0,6.0,78.0,5.0,clouds,winter,25-35,walking,normal,walking,Hoodie,pakaian luar,hoodie,casual,daily,black,3,2,-2.0,18.0,regular,solid,True,1,0
18.0,16.0,95.0,5.0,clouds,spring,25-35,sport,normal,sport,Celana Olahraga,bawahan,celana olahraga,casual,daily,black,3,8,8.0,28.0,regular,solid,True,1,0
8.0,6.0,80.0,5.0,clear,winter,25-35,formal,normal,formal,Blouse,atasan,blouse,casual,daily,black,6,8,-2.0,18.0,regular,solid,True,1,0
30.0,28.0,97.0,5.0,clouds,summer,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,20.0,40.0,regular,solid,True,1,1
38.0,36.0,92.0,5.0,clouds,summer,25-35,sport,normal,sport,Legging,bawahan,legging,casual,daily,black,3,8,28.0,48.0,regular,solid,True,1,0
9.0,7.0,76.0,5.0,drizzle,winter,25-35,casual,normal,casual,Hoodie,pakaian luar,hoodie,casual,daily,black,3,7,-1.0,19.0,regular,solid,True,1,1
18.0,16.0,90.0,5.0,drizzle,spring,25-35,work,normal,work,Hoodie,pakaian luar,hoodie,casual,daily,black,3,7,8.0,28.0,regular,solid,True,1,1
24.0,22.0,62.0,5.0,rain,spring,25-35,formal,normal,formal,Jaket,pakaian luar,jaket,casual,daily,black,3,7,14.0,34.0,regular,solid,True,1,1
12.0,10.0,100.0,5.0,clouds,winter,25-35,casual,normal,casual,Hoodie,pakaian luar,hoodie,casual,daily,black,3,7,2.0,22.0,regular,solid,True,1,1
33.0,31.0,78.0,5.0,rain,summer,25-35,walking,normal,walking,Celana Pendek,bawahan,celana pendek,casual,daily,black,3,8,23.0,43.0,regular,solid,True,1,0
32.0,30.0,89.0,5.0,clouds,summer,25-35,formal,normal,formal,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,22.0,42.0,regular,solid,True,1,0
33.0,31.0,96.0,5.0,clear,summer,25-35,walking,normal,walking,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,23.0,43.0,regular,solid,True,1,1
15.0,13.0,76.0,5.0,clear,spring,25-35,casual,normal,casual,Sandal,alas kaki,sandal,casual,daily,black,3,8,5.0,25.0,regular,solid,True,1,0
8.0,6.0,85.0,5.0,clouds,winter,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,-2.0,18.0,regular,solid,True,1,1
17.0,15.0,78.0,5.0,clouds,spring,25-35,sport,normal,sport,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,7.0,27.0,regular,solid,True,1,1
40.0,38.0,65.0,5.0,drizzle,summer,25-35,casual,normal,casual,Celana Pendek,bawahan,celana pendek,casual,daily,black,3,8,30.0,50.0,regular,solid,True,1,0
8.0,6.0,68.0,5.0,drizzle,winter,25-35,formal,normal,formal,Sepatu Hak,alas kaki,sepatu hak,casual,daily,black,3,2,-2.0,18.0,regular,solid,True,1,1
27.0,25.0,79.0,5.0,clouds,summer,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,2,17.0,37.0,regular,solid,True,1,1
32.0,30.0,89.0,5.0,clouds,summer,25-35,formal,normal,formal,Sepatu Pantofel,alas kaki,sepatu pantofel,casual,daily,black,3,2,22.0,42.0,regular,solid,True,1,1
40.0,38.0,92.0,5.0,clouds,summer,25-35,casual,normal,casual,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,30.0,50.0,regular,solid,True,1,1
22.0,20.0,93.0,5.0,clouds,spring,25-35,formal,normal,formal,Jas,atasan,jas,casual,daily,black,9,2,12.0,32.0,regular,solid,True,1,1
18.0,16.0,70.0,5.0,clear,spring,25-35,sport,normal,sport,Legging,bawahan,legging,casual,daily,black,3,8,8.0,28.0,regular,solid,True,1,0
28.0,26.0,72.0,5.0,drizzle,summer,25-35,work,normal,work,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,18.0,38.0,regular,solid,True,1,1
29.0,27.0,68.0,5.0,clouds,summer,25-35,work,normal,work,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,19.0,39.0,regular,solid,True,1,1
25.0,23.0,66.0,5.0,drizzle,spring,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,2,15.0,35.0,regular,solid,True,1,1
14.0,12.0,90.0,5.0,clouds,winter,25-35,casual,normal,casual,Hoodie,pakaian luar,hoodie,casual,daily,black,3,2,4.0,24.0,regular,solid,True,1,0
15.0,13.0,84.0,5.0,rain,spring,25-35,casual,normal,casual,Kaos,atasan,kaos,casual,daily,black,3,8,5.0,25.0,regular,solid,True,1,0
21.0,19.0,75.0,5.0,clear,spring,25-35,sport,normal,sport,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,11.0,31.0,regular,solid,True,1,1
17.0,15.0,88.0,5.0,clouds,spring,25-35,casual,normal,casual,Hoodie,pakaian luar,hoodie,casual,daily,black,3,2,7.0,27.0,regular,solid,True,1,0
23.0,21.0,66.0,5.0,drizzle,spring,25-35,work,normal,work,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,13.0,33.0,regular,solid,True,1,1
12.0,10.0,80.0,5.0,rain,winter,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,2.0,22.0,regular,solid,True,1,1
8.0,6.0,98.0,5.0,rain,winter,25-35,sport,normal,sport,Jaket,pakaian luar,jaket,casual,daily,black,3,2,-2.0,18.0,regular,solid,True,1,0
10.0,8.0,78.0,5.0,rain,winter,25-35,walking,normal,walking,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,0.0,20.0,regular,solid,True,1,1
38.0,36.0,73.0,5.0,clear,summer,25-35,walking,normal,walking,Rok,bawahan,rok,casual,daily,black,3,2,28.0,48.0,regular,solid,True,1,1
35.0,33.0,71.0,5.0,clouds,summer,25-35,work,normal,work,Rok,bawahan,rok,casual,daily,black,3,2,25.0,45.0,regular,solid,True,1,1
35.0,33.0,75.0,5.0,clouds,summer,25-35,work,normal,work,Rok,bawahan,rok,casual,daily,black,3,2,25.0,45.0,regular,solid,True,1,1
40.0,38.0,71.0,5.0,clouds,summer,25-35,formal,normal,formal,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,30.0,50.0,regular,solid,True,1,1
11.0,9.0,75.0,5.0,clear,winter,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,8,1.0,21.0,regular,solid,True,1,0
17.0,15.0,88.0,5.0,clouds,spring,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,7.0,27.0,regular,solid,True,1,1
32.0,30.0,65.0,5.0,clouds,summer,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,8,22.0,42.0,regular,solid,True,1,0
39.0,37.0,74.0,5.0,clear,summer,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,2,29.0,49.0,regular,solid,True,1,1
24.0,22.0,96.0,5.0,clouds,spring,25-35,walking,normal,walking,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,14.0,34.0,regular,solid,True,1,1
28.0,26.0,93.0,5.0,clouds,summer,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,18.0,38.0,regular,solid,True,1,0
30.0,28.0,87.0,5.0,clouds,summer,25-35,casual,normal,casual,Sandal,alas kaki,sandal,casual,daily,black,3,2,20.0,40.0,regular,solid,True,1,1
35.0,33.0,68.0,5.0,rain,summer,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,8,25.0,45.0,regular,solid,True,1,0
39.0,37.0,60.0,5.0,drizzle,summer,25-35,walking,normal,walking,Kaos,atasan,kaos,casual,daily,black,3,2,29.0,49.0,regular,solid,True,1,1
26.0,24.0,61.0,5.0,clouds,summer,25-35,sport,normal,sport,Celana Olahraga,bawahan,celana olahraga,casual,daily,black,3,8,16.0,36.0,regular,solid,True,1,0
38.0,36.0,77.0,5.0,drizzle,summer,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,8,28.0,48.0,regular,solid,True,1,0
23.0,21.0,68.0,5.0,drizzle,spring,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,13.0,33.0,regular,solid,True,1,1
14.0,12.0,71.0,5.0,drizzle,winter,25-35,formal,normal,formal,Blouse,atasan,blouse,casual,daily,black,6,8,4.0,24.0,regular,solid,True,1,0
32.0,30.0,83.0,5.0,clouds,summer,25-35,sport,normal,sport,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,8,22.0,42.0,regular,solid,True,1,0
19.0,17.0,79.0,5.0,drizzle,spring,25-35,walking,normal,walking,Kaos,atasan,kaos,casual,daily,black,3,2,9.0,29.0,regular,solid,True,1,1
32.0,30.0,65.0,5.0,clouds,summer,25-35,casual,normal,casual,Kemeja,atasan,kemeja,casual,daily,black,6,2,22.0,42.0,regular,solid,True,1,1
40.0,38.0,84.0,5.0,rain,summer,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,2,30.0,50.0,regular,solid,True,1,1
20.0,18.0,98.0,5.0,clear,spring,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,8,10.0,30.0,regular,solid,True,1,0
8.0,6.0,87.0,5.0,clouds,winter,25-35,work,normal,work,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,-2.0,18.0,regular,solid,True,1,0
9.0,7.0,93.0,5.0,clouds,winter,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,-1.0,19.0,regular,solid,True,1,1
29.0,27.0,80.0,5.0,clear,summer,25-35,casual,normal,casual,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,19.0,39.0,regular,solid,True,1,1
35.0,33.0,86.0,5.0,clouds,summer,25-35,work,normal,work,Celana Pendek,bawahan,celana pendek,casual,daily,black,3,8,25.0,45.0,regular,solid,True,1,0
10.0,8.0,78.0,5.0,clear,winter,25-35,walking,normal,walking,Blouse,atasan,blouse,casual,daily,black,6,2,0.0,20.0,regular,solid,True,1,1
15.0,13.0,67.0,5.0,clear,spring,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,8,5.0,25.0,regular,solid,True,1,0
20.0,18.0,65.0,5.0,clear,spring,25-35,walking,normal,walking,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,10.0,30.0,regular,solid,True,1,1
29.0,27.0,61.0,5.0,clear,summer,25-35,sport,normal,sport,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,8,19.0,39.0,regular,solid,True,1,0
10.0,8.0,93.0,5.0,rain,winter,25-35,walking,normal,walking,Kaos,atasan,kaos,casual,daily,black,3,8,0.0,20.0,regular,solid,True,1,0
21.0,19.0,65.0,5.0,clouds,spring,25-35,casual,normal,casual,Sandal,alas kaki,sandal,casual,daily,black,3,2,11.0,31.0,regular,solid,True,1,1
15.0,13.0,95.0,5.0,rain,spring,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,5.0,25.0,regular,solid,True,1,1
9.0,7.0,61.0,5.0,clouds,winter,25-35,sport,normal,sport,Hoodie,pakaian luar,hoodie,casual,daily,black,3,2,-1.0,19.0,regular,solid,True,1,0
29.0,27.0,84.0,5.0,clouds,summer,25-35,sport,normal,sport,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,19.0,39.0,regular,solid,True,1,1
11.0,9.0,99.0,5.0,clouds,winter,25-35,work,normal,work,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,1.0,21.0,regular,solid,True,1,0
25.0,23.0,84.0,5.0,rain,spring,25-35,work,normal,work,Jaket,pakaian luar,jaket,casual,daily,black,3,2,15.0,35.0,regular,solid,True,1,0
32.0,30.0,89.0,5.0,clouds,summer,25-35,formal,normal,formal,Sepatu Pantofel,alas kaki,sepatu pantofel,casual,daily,black,3,8,22.0,42.0,regular,solid,True,1,0
32.0,30.0,83.0,5.0,clouds,summer,25-35,sport,normal,sport,Celana Olahraga,bawahan,celana olahraga,casual,daily,black,3,2,22.0,42.0,regular,solid,True,1,1
39.0,37.0,61.0,5.0,clouds,summer,25-35,walking,normal,walking,Rok,bawahan,rok,casual,daily,black,3,2,29.0,49.0,regular,solid,True,1,1
40.0,38.0,81.0,5.0,drizzle,summer,25-35,formal,normal,formal,Blouse,atasan,blouse,casual,daily,black,6,2,30.0,50.0,regular,solid,True,1,1
15.0,13.0,95.0,5.0,rain,spring,25-35,casual,normal,casual,Sepatu Bot,alas kaki,sepatu bot,casual,daily,black,3,2,5.0,25.0,regular,solid,True,1,0
14.0,12.0,68.0,5.0,drizzle,winter,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,8,4.0,24.0,regular,solid,True,1,0
32.0,30.0,79.0,5.0,drizzle,summer,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,2,22.0,42.0,regular,solid,True,1,1
36.0,34.0,71.0,5.0,clouds,summer,25-35,sport,normal,sport,Sneakers,alas kaki,sneakers,casual,daily,black,3,8,26.0,46.0,regular,solid,True,1,0
12.0,10.0,69.0,5.0,rain,winter,25-35,sport,normal,sport,Jaket,pakaian luar,jaket,casual,daily,black,3,7,2.0,22.0,regular,solid,True,1,1
26.0,24.0,60.0,5.0,clear,summer,25-35,walking,normal,walking,Sneakers,alas kaki,sneakers,casual,daily,black,3,2,16.0,36.0,regular,solid,True,1,1
18.0,16.0,73.0,5.0,clear,spring,25-35,formal,normal,formal,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,8.0,28.0,regular,solid,True,1,0
39.0,37.0,61.0,5.0,clear,summer,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,8,29.0,49.0,regular,solid,True,1,0
27.0,25.0,95.0,5.0,rain,summer,25-35,work,normal,work,Sepatu Bot,alas kaki,sepatu bot,casual,daily,black,3,2,17.0,37.0,regular,solid,True,1,0
26.0,24.0,95.0,5.0,rain,summer,25-35,formal,normal,formal,Rok,bawahan,rok,casual,daily,black,3,8,16.0,36.0,regular,solid,True,1,0
33.0,31.0,75.0,5.0,clouds,summer,25-35,work,normal,work,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,8,23.0,43.0,regular,solid,True,1,0
39.0,37.0,61.0,5.0,rain,summer,25-35,work,normal,work,Celana Pendek,bawahan,celana pendek,casual,daily,black,3,8,29.0,49.0,regular,solid,True,1,0
18.0,16.0,61.0,5.0,clouds,spring,25-35,work,normal,work,Kemeja,atasan,kemeja,casual,daily,black,6,2,8.0,28.0,regular,solid,True,1,1
16.0,14.0,64.0,5.0,rain,spring,25-35,casual,normal,casual,Sepatu Bot,alas kaki,sepatu bot,casual,daily,black,3,7,6.0,26.0,regular,solid,True,1,1
8.0,6.0,88.0,5.0,drizzle,winter,25-35,formal,normal,formal,Sepatu Pantofel,alas kaki,sepatu pantofel,casual,daily,black,3,2,-2.0,18.0,regular,solid,True,1,1
8.0,6.0,78.0,5.0,clouds,winter,25-35,work,normal,work,Sneakers,alas kaki,sneakers,casual,daily,black,3,8,-2.0,18.0,regular,solid,True,1,0
8.0,6.0,78.0,5.0,clouds,winter,25-35,walking,normal,walking,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,2,-2.0,18.0,regular,solid,True,1,1
26.0,24.0,73.0,5.0,drizzle,summer,25-35,casual,normal,casual,Kemeja,atasan,kemeja,casual,daily,black,6,2,16.0,36.0,regular,solid,True,1,1
39.0,37.0,80.0,5.0,clear,summer,25-35,casual,normal,casual,Celana Pendek,bawahan,celana pendek,casual,daily,black,3,2,29.0,49.0,regular,solid,True,1,1
26.0,24.0,84.0,5.0,drizzle,summer,25-35,sport,normal,sport,Kaos,atasan,kaos,casual,daily,black,3,2,16.0,36.0,regular,solid,True,1,1
23.0,21.0,77.0,5.0,clouds,spring,25-35,walking,normal,walking,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,13.0,33.0,regular,solid,True,1,1
23.0,21.0,96.0,5.0,clouds,spring,25-35,formal,normal,formal,Tanpa Pakaian Luar,pakaian luar,tanpa pakaian luar,casual,daily,black,3,2,13.0,33.0,regular,solid,True,1,1
20.0,18.0,62.0,5.0,clouds,spring,25-35,casual,normal,casual,Celana Panjang,bawahan,celana panjang,casual,daily,black,3,8,10.0,30.0,regular,solid,True,1,0
