temperature,feels_like,humidity,wind_speed,weather_condition,season,age_range,style_preference,temperature_sensitivity,formality_preference,item_name,category,min_temp,max_temp,warmth_level,formality_level,item_style,is_recommended
9.1,8.2,81,8.3,clouds,autumn,45+,business,cold,semi_formal,Wool Coat,outerwear,-15,5,8,8,business,1
14.9,14.4,81,10.5,clouds,spring,45+,elegant,normal,formal,Sandals,footwear,22,45,1,2,casual,0
7.2,7.0,32,6.8,clear,winter,18-25,casual,very_warm,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
17.9,18.3,89,5.5,snow,autumn,25-35,casual,warm,formal,Shorts,lower,20,40,1,3,casual,1
0.3,-3.0,32,3.0,clear,spring,45+,sporty,very_cold,informal,Down Jacket,outerwear,-25,5,9,5,casual,1
21.2,18.4,53,14.4,rain,spring,45+,business,cold,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,0
7.7,3.9,80,6.5,clear,spring,25-35,elegant,very_cold,formal,Suit,upper,15,28,3,10,business,0
1.4,0.1,41,12.3,clear,autumn,18-25,elegant,very_cold,informal,Baseball Cap,accessories,15,40,0,3,sporty,0
31.5,30.1,76,6.3,clear,summer,18-25,casual,very_cold,formal,Winter Boots,footwear,-30,5,9,5,casual,0
23.5,22.1,64,7.9,rain,summer,45+,sporty,very_warm,informal,Summer Dress,upper,20,35,1,6,elegant,1
10.6,9.1,87,6.8,rain,autumn,45+,casual,very_warm,informal,Thermal Underwear,upper,-30,0,9,2,sporty,0
2.2,-0.3,36,10.4,clear,winter,45+,sporty,very_warm,formal,Umbrella,accessories,-10,35,0,5,casual,1
16.9,14.8,55,0.2,clear,summer,18-25,sporty,very_cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,0
20.7,17.6,41,14.6,clear,summer,45+,elegant,normal,semi_formal,Chinos,lower,10,28,3,7,business,1
24.7,22.5,91,7.9,clouds,autumn,18-25,sporty,normal,informal,Light Jacket,outerwear,10,20,4,6,casual,0
8.3,5.9,92,13.2,clouds,spring,18-25,business,very_warm,semi_formal,Tank Top,upper,25,45,1,2,casual,0
24.7,22.5,91,7.9,clouds,autumn,18-25,sporty,normal,informal,Polo Shirt,upper,15,28,2,6,casual,0
13.7,12.7,52,13.6,clear,spring,45+,casual,very_cold,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
5.5,2.8,47,0.3,clouds,winter,18-25,business,very_warm,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
17.3,16.3,43,13.0,rain,spring,25-35,casual,warm,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
12.1,11.3,38,1.9,clear,winter,35-45,sporty,very_warm,formal,Wool Coat,outerwear,-15,5,8,8,business,0
22.2,20.8,44,5.2,clear,summer,25-35,sporty,normal,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
4.0,2.6,78,11.6,rain,spring,45+,elegant,very_cold,semi_formal,Light Jacket,outerwear,10,20,4,6,casual,0
20.5,19.7,59,13.7,clouds,summer,35-45,business,very_warm,semi_formal,Jeans,lower,-5,25,4,5,casual,1
18.5,18.8,59,0.3,clouds,spring,35-45,elegant,normal,informal,Baseball Cap,accessories,15,40,0,3,sporty,0
7.1,3.4,35,12.5,snow,winter,25-35,elegant,normal,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
15.1,14.8,61,9.4,clear,autumn,45+,casual,very_cold,semi_formal,Hoodie,upper,8,20,5,3,sporty,1
7.9,5.4,58,10.4,clear,spring,25-35,sporty,very_cold,informal,Dress Pants,lower,10,30,3,9,business,0
13.8,14.2,67,11.3,clouds,spring,35-45,elegant,normal,informal,Waterproof Boots,footwear,0,20,5,5,casual,1
11.6,10.3,58,12.2,clear,summer,45+,casual,very_cold,semi_formal,Shorts,lower,20,40,1,3,casual,0
30.0,25.7,74,11.3,clouds,summer,45+,elegant,warm,formal,Winter Hat,accessories,-30,5,8,4,casual,0
31.0,27.2,73,12.5,clear,summer,25-35,business,cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
30.0,29.0,89,11.3,clear,summer,45+,casual,very_cold,formal,Sunglasses,accessories,15,45,0,5,casual,1
-5.0,-7.5,57,12.0,clouds,winter,45+,business,warm,formal,Linen Shirt,upper,22,38,1,7,business,0
-2.4,-5.9,71,5.4,rain,autumn,25-35,elegant,cold,semi_formal,Thermal Underwear,upper,-30,0,9,2,sporty,1
-13.6,-13.6,48,7.8,clear,winter,35-45,elegant,normal,informal,Down Jacket,outerwear,-25,5,9,5,casual,1
19.8,20.8,43,8.5,clear,summer,35-45,casual,very_cold,formal,Sneakers,footwear,5,35,3,4,casual,1
14.4,12.4,48,0.8,clouds,summer,25-35,business,warm,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
1.9,-1.0,57,10.5,clouds,winter,45+,casual,very_cold,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
-7.3,-8.5,41,13.4,snow,winter,18-25,elegant,warm,informal,Gloves,accessories,-30,5,8,5,casual,1
8.6,7.0,57,4.0,clear,spring,35-45,elegant,cold,informal,Thermal Underwear,upper,-30,0,9,2,sporty,0
14.3,13.2,83,2.8,clouds,winter,45+,casual,warm,formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
-15.7,-19.2,83,6.5,clouds,winter,18-25,casual,very_warm,informal,Shorts,lower,20,40,1,3,casual,0
32.8,33.6,72,1.5,clouds,summer,45+,sporty,very_warm,informal,Umbrella,accessories,-10,35,0,5,casual,1
-24.3,-29.0,73,9.2,clear,winter,18-25,elegant,warm,semi_formal,Down Jacket,outerwear,-25,5,9,5,casual,1
29.2,27.9,68,12.4,clear,summer,18-25,elegant,normal,formal,Linen Shirt,upper,22,38,1,7,business,1
14.1,12.1,33,2.3,snow,winter,25-35,elegant,cold,semi_formal,Sandals,footwear,22,45,1,2,casual,0
23.6,22.8,73,8.3,clouds,spring,35-45,casual,very_cold,formal,Dress Pants,lower,10,30,3,9,business,1
-7.6,-10.1,35,2.5,clear,winter,45+,elegant,normal,semi_formal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
23.4,20.2,69,5.9,rain,summer,45+,casual,very_cold,informal,Tank Top,upper,25,45,1,2,casual,0
6.3,4.4,72,14.8,clear,spring,45+,sporty,very_cold,informal,Thermal Underwear,upper,-30,0,9,2,sporty,1
19.0,17.5,54,2.0,drizzle,autumn,35-45,business,normal,formal,Denim Jacket,outerwear,12,22,3,5,casual,1
-0.8,-6.1,89,12.6,rain,spring,18-25,business,cold,semi_formal,Thermal Underwear,upper,-30,0,9,2,sporty,1
9.4,6.2,86,9.9,clear,autumn,18-25,business,cold,semi_formal,Chinos,lower,10,28,3,7,business,1
4.3,3.6,37,14.2,snow,winter,25-35,business,cold,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,1
13.1,9.4,39,11.8,clear,summer,35-45,casual,normal,informal,Winter Boots,footwear,-30,5,9,5,casual,0
23.3,18.9,46,8.0,clear,summer,25-35,casual,very_cold,formal,Linen Shirt,upper,22,38,1,7,business,1
-9.9,-9.8,78,8.1,clouds,winter,45+,elegant,very_warm,formal,Heavy Sweater,upper,-10,10,7,5,casual,0
-4.7,-5.3,68,10.3,snow,winter,35-45,elegant,very_warm,informal,Gloves,accessories,-30,5,8,5,casual,1
2.2,-0.1,73,2.2,clouds,autumn,45+,sporty,very_warm,formal,Umbrella,accessories,-10,35,0,5,casual,1
1.0,2.9,88,5.5,clouds,winter,18-25,sporty,very_cold,informal,T-Shirt,upper,18,35,1,3,casual,0
13.2,8.8,93,8.0,clear,spring,18-25,elegant,warm,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
24.2,23.2,72,1.4,clouds,summer,45+,sporty,very_warm,formal,Oxford Shoes,footwear,5,35,2,10,business,1
38.5,39.0,94,11.3,clouds,summer,35-45,business,normal,formal,Blazer,outerwear,15,28,3,9,business,1
12.1,11.3,38,1.9,clear,winter,35-45,sporty,very_warm,formal,Summer Dress,upper,20,35,1,6,elegant,0
-5.3,-7.7,73,5.0,clear,winter,18-25,sporty,very_warm,semi_formal,Cardigan,upper,5,18,5,6,casual,0
9.4,6.2,62,6.1,clouds,autumn,18-25,elegant,normal,formal,Winter Hat,accessories,-30,5,8,4,casual,0
13.1,12.8,63,12.4,clouds,spring,35-45,business,very_warm,semi_formal,Chinos,lower,10,28,3,7,business,1
-10.1,-11.3,66,11.3,clouds,winter,25-35,elegant,warm,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
2.5,-1.1,67,13.6,clouds,spring,35-45,business,very_cold,formal,Swim Shorts,lower,28,45,1,1,sporty,0
12.0,12.0,70,7.0,clear,autumn,18-25,elegant,warm,informal,Chinos,lower,10,28,3,7,business,1
8.4,7.5,65,8.0,clear,summer,35-45,business,very_warm,semi_formal,Gloves,accessories,-30,5,8,5,casual,0
10.4,10.7,43,4.2,rain,spring,35-45,business,cold,informal,Denim Jacket,outerwear,12,22,3,5,casual,0
-15.0,-15.7,53,5.1,snow,winter,18-25,elegant,very_warm,formal,Scarf,accessories,-30,10,7,6,elegant,1
13.9,10.2,48,5.1,clouds,autumn,45+,casual,normal,semi_formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
23.6,24.3,30,5.4,clouds,spring,25-35,business,cold,semi_formal,Cardigan,upper,5,18,5,6,casual,0
24.0,25.1,37,8.1,clouds,spring,25-35,casual,very_cold,formal,Baseball Cap,accessories,15,40,0,3,sporty,0
32.7,33.0,86,1.5,clear,summer,25-35,casual,cold,semi_formal,Sunglasses,accessories,15,45,0,5,casual,1
6.1,8.0,64,1.5,rain,autumn,35-45,business,cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
6.9,4.2,44,2.7,snow,spring,45+,elegant,normal,semi_formal,Sandals,footwear,22,45,1,2,casual,0
2.2,4.4,37,3.5,snow,winter,35-45,business,very_cold,formal,Waterproof Boots,footwear,0,20,5,5,casual,0
6.4,7.1,47,1.8,clear,winter,18-25,sporty,cold,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
27.5,25.9,60,13.1,clear,summer,25-35,sporty,normal,informal,Down Jacket,outerwear,-25,5,9,5,casual,0
25.7,21.6,59,11.9,rain,summer,18-25,elegant,cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,0
13.5,15.3,81,0.1,drizzle,spring,25-35,casual,very_cold,formal,Chinos,lower,10,28,3,7,business,1
19.5,18.8,57,5.9,clear,autumn,18-25,sporty,very_warm,formal,Thermal Underwear,upper,-30,0,9,2,sporty,0
17.6,15.0,35,1.2,clear,summer,25-35,casual,warm,formal,Summer Dress,upper,20,35,1,6,elegant,1
0.8,-1.1,59,7.6,clouds,winter,45+,elegant,warm,formal,Oxford Shoes,footwear,5,35,2,10,business,1
-4.4,-6.7,65,3.9,clouds,winter,18-25,sporty,very_warm,informal,Raincoat,outerwear,5,25,3,4,casual,0
-4.6,-8.6,45,12.7,clear,winter,18-25,business,very_warm,semi_formal,Linen Shirt,upper,22,38,1,7,business,1
27.4,23.7,46,11.9,clear,summer,35-45,business,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
29.4,25.8,65,3.4,clear,summer,45+,business,cold,semi_formal,Jeans,lower,-5,25,4,5,casual,0
21.2,20.6,59,10.9,drizzle,autumn,45+,business,cold,semi_formal,Scarf,accessories,-30,10,7,6,elegant,0
19.3,20.6,90,7.7,clear,summer,18-25,elegant,very_cold,informal,Jeans,lower,-5,25,4,5,casual,1
20.3,20.3,86,8.2,clear,spring,18-25,sporty,very_warm,informal,Shorts,lower,20,40,1,3,casual,1
32.4,29.5,65,10.8,clear,summer,35-45,business,cold,informal,Shorts,lower,20,40,1,3,casual,1
5.1,4.7,73,4.6,clear,autumn,18-25,elegant,warm,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
17.3,15.8,55,5.4,clouds,summer,45+,business,warm,formal,Swim Shorts,lower,28,45,1,1,sporty,0
14.3,13.2,83,2.8,clouds,winter,45+,casual,warm,formal,T-Shirt,upper,18,35,1,3,casual,1
10.7,9.3,53,12.3,rain,spring,45+,elegant,very_cold,informal,Dress Pants,lower,10,30,3,9,business,0
17.4,17.1,41,8.7,clouds,spring,18-25,elegant,cold,semi_formal,Tank Top,upper,25,45,1,2,casual,0
20.5,18.5,42,5.5,clear,summer,18-25,business,cold,semi_formal,Denim Jacket,outerwear,12,22,3,5,casual,1
13.9,10.6,48,4.5,rain,autumn,45+,business,warm,informal,Denim Jacket,outerwear,12,22,3,5,casual,1
-7.1,-7.2,37,12.6,clouds,winter,45+,elegant,very_cold,informal,Chinos,lower,10,28,3,7,business,0
7.6,5.7,44,4.4,drizzle,spring,18-25,sporty,very_warm,formal,Summer Dress,upper,20,35,1,6,elegant,0
25.8,24.6,68,3.2,clear,summer,25-35,casual,cold,semi_formal,Blazer,outerwear,15,28,3,9,business,1
-0.5,-2.6,53,8.2,snow,winter,18-25,elegant,warm,semi_formal,Denim Jacket,outerwear,12,22,3,5,casual,0
-10.1,-13.3,62,3.2,clouds,winter,18-25,casual,very_cold,formal,Blazer,outerwear,15,28,3,9,business,0
26.7,22.8,78,12.0,rain,spring,18-25,business,very_warm,semi_formal,Light Jacket,outerwear,10,20,4,6,casual,0
-8.4,-11.8,53,14.4,clouds,winter,18-25,sporty,very_cold,informal,Swim Shorts,lower,28,45,1,1,sporty,0
29.9,29.3,32,1.2,clear,summer,35-45,casual,normal,informal,T-Shirt,upper,18,35,1,3,casual,1
-20.2,-22.4,60,5.0,clouds,winter,25-35,sporty,normal,formal,T-Shirt,upper,18,35,1,3,casual,0
8.3,9.1,36,7.4,clouds,spring,45+,elegant,normal,formal,Raincoat,outerwear,5,25,3,4,casual,1
11.0,10.0,73,7.6,clear,winter,45+,elegant,normal,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
-17.0,-14.7,30,1.1,snow,winter,18-25,elegant,warm,informal,Umbrella,accessories,-10,35,0,5,casual,0
25.9,22.5,71,6.4,clear,summer,18-25,sporty,very_cold,informal,Swim Shorts,lower,28,45,1,1,sporty,1
28.3,27.0,43,9.8,clear,summer,45+,business,warm,informal,Winter Jacket,outerwear,-5,10,7,5,casual,0
13.1,10.1,77,4.5,snow,spring,45+,casual,very_cold,informal,Denim Jacket,outerwear,12,22,3,5,casual,1
-18.9,-19.4,62,6.7,clouds,winter,35-45,business,warm,informal,Polo Shirt,upper,15,28,2,6,casual,0
11.1,12.3,69,1.2,clouds,autumn,35-45,sporty,cold,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
-11.4,-12.2,58,6.7,clouds,winter,45+,casual,very_warm,informal,Gloves,accessories,-30,5,8,5,casual,1
8.2,7.4,65,6.9,clouds,spring,45+,casual,normal,formal,Sandals,footwear,22,45,1,2,casual,0
7.2,6.4,81,7.7,clouds,spring,18-25,elegant,cold,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
9.5,8.4,72,9.0,clouds,autumn,35-45,elegant,very_warm,formal,Heavy Sweater,upper,-10,10,7,5,casual,0
8.4,6.5,69,7.7,clouds,spring,45+,casual,normal,formal,Suit,upper,15,28,3,10,business,0
2.1,-2.2,43,13.8,clear,autumn,18-25,sporty,very_cold,informal,Waterproof Boots,footwear,0,20,5,5,casual,0
16.1,11.8,50,10.8,clear,spring,45+,sporty,very_cold,informal,Waterproof Boots,footwear,0,20,5,5,casual,0
28.6,26.5,82,8.5,clouds,summer,45+,elegant,normal,formal,Sneakers,footwear,5,35,3,4,casual,1
4.4,2.1,67,10.3,rain,spring,18-25,sporty,cold,semi_formal,Winter Boots,footwear,-30,5,9,5,casual,1
8.4,5.0,85,3.9,clear,autumn,35-45,sporty,cold,formal,Sneakers,footwear,5,35,3,4,casual,0
10.3,8.8,71,5.5,clouds,summer,45+,elegant,very_cold,semi_formal,Summer Dress,upper,20,35,1,6,elegant,0
3.0,2.4,70,4.1,clear,spring,35-45,sporty,cold,semi_formal,Raincoat,outerwear,5,25,3,4,casual,0
15.8,15.0,42,11.8,clouds,spring,45+,casual,very_cold,semi_formal,Denim Jacket,outerwear,12,22,3,5,casual,1
-10.6,-11.5,90,13.2,snow,winter,35-45,sporty,cold,formal,Baseball Cap,accessories,15,40,0,3,sporty,0
4.2,2.6,46,4.3,clouds,autumn,35-45,sporty,cold,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
20.5,17.6,66,0.1,clear,summer,18-25,elegant,very_warm,formal,Light Jacket,outerwear,10,20,4,6,casual,0
-3.1,-2.3,57,1.6,drizzle,spring,35-45,elegant,very_warm,informal,Oxford Shoes,footwear,5,35,2,10,business,0
9.7,6.4,62,7.7,clear,autumn,35-45,elegant,very_cold,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
22.1,20.6,38,9.2,clear,summer,45+,casual,normal,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
23.8,20.7,48,7.0,clear,summer,35-45,business,very_warm,formal,Baseball Cap,accessories,15,40,0,3,sporty,1
20.7,18.6,60,11.2,snow,spring,18-25,business,very_warm,semi_formal,Wool Coat,outerwear,-15,5,8,8,business,0
-12.6,-11.7,59,7.2,clear,winter,18-25,business,very_cold,informal,Blazer,outerwear,15,28,3,9,business,0
-4.1,-7.5,63,12.4,clouds,autumn,18-25,casual,very_cold,formal,Blazer,outerwear,15,28,3,9,business,0
17.9,18.3,89,5.5,snow,autumn,25-35,casual,warm,formal,Cardigan,upper,5,18,5,6,casual,1
28.2,24.3,47,12.1,rain,spring,45+,business,warm,formal,Heavy Sweater,upper,-10,10,7,5,casual,0
17.5,18.7,71,2.8,clouds,summer,35-45,sporty,cold,formal,Jeans,lower,-5,25,4,5,casual,0
20.1,22.5,69,2.2,clear,summer,25-35,elegant,warm,semi_formal,Suit,upper,15,28,3,10,business,1
17.4,15.6,93,5.7,clouds,autumn,45+,elegant,normal,semi_formal,Suit,upper,15,28,3,10,business,1
15.1,14.2,40,12.5,clouds,autumn,35-45,sporty,very_warm,formal,Umbrella,accessories,-10,35,0,5,casual,1
8.5,5.7,37,3.1,clouds,autumn,18-25,sporty,very_cold,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
13.0,9.1,52,13.1,clouds,spring,25-35,elegant,cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
35.3,32.5,32,10.8,clear,summer,25-35,sporty,normal,informal,Tank Top,upper,25,45,1,2,casual,1
24.0,20.5,74,4.0,clear,summer,35-45,business,normal,informal,Hoodie,upper,8,20,5,3,sporty,1
17.1,15.2,87,9.8,clear,spring,45+,elegant,very_cold,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
26.0,21.6,48,12.0,clouds,summer,18-25,elegant,warm,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
20.4,19.3,38,14.8,clear,summer,35-45,elegant,very_warm,informal,Winter Boots,footwear,-30,5,9,5,casual,0
0.1,-2.3,49,6.5,clouds,winter,45+,sporty,very_cold,informal,Thermal Underwear,upper,-30,0,9,2,sporty,1
21.4,21.8,91,11.3,clear,summer,18-25,casual,very_warm,informal,Polo Shirt,upper,15,28,2,6,casual,1
19.7,14.8,80,13.3,clear,autumn,45+,casual,normal,formal,Heavy Sweater,upper,-10,10,7,5,casual,0
4.2,4.4,66,8.6,clear,spring,25-35,casual,cold,semi_formal,Thermal Underwear,upper,-30,0,9,2,sporty,1
0.5,-2.1,47,14.0,clouds,autumn,18-25,sporty,normal,informal,Suit,upper,15,28,3,10,business,0
23.3,24.5,38,5.4,clear,autumn,18-25,sporty,normal,informal,Chinos,lower,10,28,3,7,business,1
14.0,12.3,60,8.3,clear,spring,45+,sporty,very_cold,formal,Hoodie,upper,8,20,5,3,sporty,1
26.5,21.6,77,10.8,clouds,summer,25-35,casual,warm,formal,Hoodie,upper,8,20,5,3,sporty,0
35.1,32.9,88,2.2,clear,summer,35-45,sporty,cold,formal,Denim Jacket,outerwear,12,22,3,5,casual,0
8.6,8.2,75,8.1,snow,spring,35-45,business,normal,informal,Sandals,footwear,22,45,1,2,casual,0
-21.7,-24.5,58,11.2,clouds,winter,45+,business,warm,informal,Winter Jacket,outerwear,-5,10,7,5,casual,0
-13.0,-12.1,86,5.1,snow,winter,45+,elegant,normal,formal,Wool Coat,outerwear,-15,5,8,8,business,0
-1.9,-0.2,47,4.1,snow,winter,18-25,elegant,cold,semi_formal,Winter Boots,footwear,-30,5,9,5,casual,1
3.0,2.0,67,0.1,clouds,spring,25-35,elegant,very_warm,informal,Sunglasses,accessories,15,45,0,5,casual,0
20.5,21.2,53,8.3,clear,autumn,35-45,casual,very_cold,formal,Suit,upper,15,28,3,10,business,1
-32.0,-33.6,91,2.9,snow,winter,25-35,casual,cold,semi_formal,Polo Shirt,upper,15,28,2,6,casual,0
9.3,10.0,53,5.9,clouds,spring,25-35,casual,very_cold,formal,Waterproof Boots,footwear,0,20,5,5,casual,1
1.9,-1.1,36,6.0,clear,autumn,18-25,sporty,very_warm,semi_formal,Blazer,outerwear,15,28,3,9,business,0
17.2,16.3,79,0.2,rain,spring,45+,elegant,normal,semi_formal,Down Jacket,outerwear,-25,5,9,5,casual,0
3.7,5.2,78,4.0,clear,spring,45+,business,cold,semi_formal,Blazer,outerwear,15,28,3,9,business,0
2.2,-0.9,67,2.6,snow,spring,25-35,business,warm,informal,Dress Pants,lower,10,30,3,9,business,0
7.1,3.4,35,12.5,snow,winter,25-35,elegant,normal,semi_formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
6.9,3.1,63,5.3,clouds,autumn,45+,business,warm,informal,T-Shirt,upper,18,35,1,3,casual,0
8.0,5.4,80,4.6,rain,spring,25-35,casual,very_cold,formal,Sneakers,footwear,5,35,3,4,casual,1
12.0,8.8,74,6.2,clouds,winter,18-25,elegant,warm,informal,Sandals,footwear,22,45,1,2,casual,0
-7.8,-8.4,73,14.8,clear,winter,25-35,casual,very_cold,formal,Light Jacket,outerwear,10,20,4,6,casual,0
10.6,5.4,56,14.3,clear,spring,25-35,elegant,normal,formal,Cardigan,upper,5,18,5,6,casual,1
24.8,22.0,65,10.8,clouds,summer,45+,business,cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
26.8,26.7,35,6.9,clear,summer,18-25,business,cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
34.6,35.1,51,11.6,clouds,summer,45+,elegant,very_cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
13.0,9.1,52,13.1,clouds,spring,25-35,elegant,cold,semi_formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
12.3,10.2,36,3.6,clear,autumn,45+,elegant,very_cold,informal,Sunglasses,accessories,15,45,0,5,casual,0
-3.5,-3.0,37,4.9,snow,spring,18-25,sporty,very_warm,formal,Sunglasses,accessories,15,45,0,5,casual,0
-3.7,-6.0,30,7.4,rain,autumn,45+,elegant,warm,formal,Blazer,outerwear,15,28,3,9,business,0
22.1,18.3,55,7.4,clouds,autumn,25-35,elegant,normal,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
17.1,13.5,50,3.5,rain,summer,45+,elegant,very_cold,informal,T-Shirt,upper,18,35,1,3,casual,0
33.7,34.0,37,5.7,clear,summer,45+,business,warm,formal,Winter Boots,footwear,-30,5,9,5,casual,0
16.3,14.0,55,10.3,rain,spring,45+,elegant,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
26.9,22.0,40,13.0,clear,summer,25-35,business,normal,formal,Gloves,accessories,-30,5,8,5,casual,0
-4.4,-4.9,53,5.2,snow,winter,18-25,sporty,very_warm,semi_formal,Polo Shirt,upper,15,28,2,6,casual,0
22.6,21.4,94,3.9,clear,spring,45+,casual,very_cold,semi_formal,Sandals,footwear,22,45,1,2,casual,1
23.9,25.0,38,0.7,clear,summer,18-25,elegant,normal,formal,Waterproof Boots,footwear,0,20,5,5,casual,0
-6.8,-9.4,86,1.8,clear,winter,18-25,elegant,cold,semi_formal,Dress Pants,lower,10,30,3,9,business,0
14.3,15.7,70,0.0,rain,autumn,18-25,sporty,very_warm,semi_formal,Sneakers,footwear,5,35,3,4,casual,0
-5.2,-7.5,58,2.4,clear,winter,18-25,sporty,very_warm,semi_formal,Umbrella,accessories,-10,35,0,5,casual,1
3.3,3.6,68,9.3,clear,autumn,35-45,business,cold,informal,Gloves,accessories,-30,5,8,5,casual,1
-27.2,-32.1,75,14.5,clouds,winter,45+,casual,warm,formal,Sunglasses,accessories,15,45,0,5,casual,0
-5.0,-3.6,54,0.3,snow,winter,45+,elegant,very_cold,semi_formal,Wool Coat,outerwear,-15,5,8,8,business,1
9.8,10.4,91,7.4,clear,spring,35-45,elegant,very_warm,informal,T-Shirt,upper,18,35,1,3,casual,0
33.9,31.7,87,1.3,rain,summer,18-25,elegant,very_warm,formal,Light Jacket,outerwear,10,20,4,6,casual,0
-12.6,-11.6,50,9.6,clear,winter,18-25,casual,very_warm,informal,Tank Top,upper,25,45,1,2,casual,1
18.1,20.0,87,1.3,rain,autumn,35-45,business,cold,formal,Tank Top,upper,25,45,1,2,casual,0
1.2,2.8,33,2.1,clear,spring,18-25,casual,very_cold,formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
-8.1,-9.4,49,7.9,clouds,autumn,45+,elegant,very_cold,informal,Wool Coat,outerwear,-15,5,8,8,business,1
23.7,21.9,87,10.0,clear,summer,25-35,sporty,very_warm,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
10.0,8.7,76,5.7,rain,spring,35-45,business,very_warm,semi_formal,Oxford Shoes,footwear,5,35,2,10,business,1
22.1,20.6,38,9.2,clear,summer,45+,casual,normal,semi_formal,Dress Pants,lower,10,30,3,9,business,1
1.5,-0.3,93,3.7,snow,winter,25-35,business,cold,semi_formal,Umbrella,accessories,-10,35,0,5,casual,0
14.6,13.6,74,0.7,clear,summer,25-35,sporty,very_warm,informal,Cardigan,upper,5,18,5,6,casual,0
24.1,19.5,51,12.9,clouds,summer,45+,casual,warm,formal,Denim Jacket,outerwear,12,22,3,5,casual,1
30.0,27.7,81,0.9,clear,summer,35-45,sporty,very_warm,formal,Winter Hat,accessories,-30,5,8,4,casual,0
0.9,1.9,90,5.5,clear,autumn,35-45,casual,very_cold,formal,Light Jacket,outerwear,10,20,4,6,casual,0
-1.8,-4.8,75,7.8,clouds,autumn,18-25,elegant,warm,informal,Summer Dress,upper,20,35,1,6,elegant,0
20.9,19.6,52,5.3,clouds,spring,18-25,sporty,very_warm,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
19.4,21.9,92,1.2,clear,summer,18-25,sporty,very_cold,informal,Hoodie,upper,8,20,5,3,sporty,1
-2.6,-0.5,36,3.3,clear,winter,35-45,business,normal,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
4.9,2.9,81,1.9,clouds,spring,45+,business,warm,informal,Baseball Cap,accessories,15,40,0,3,sporty,0
-8.7,-7.1,32,2.5,snow,winter,45+,casual,normal,formal,Jeans,lower,-5,25,4,5,casual,1
22.2,17.8,82,11.5,clouds,spring,35-45,sporty,very_warm,formal,Hoodie,upper,8,20,5,3,sporty,0
8.9,5.9,71,10.5,snow,winter,25-35,casual,warm,formal,Raincoat,outerwear,5,25,3,4,casual,1
33.0,31.4,38,14.4,clear,summer,45+,business,cold,semi_formal,Raincoat,outerwear,5,25,3,4,casual,0
1.3,-4.0,76,12.5,clear,autumn,35-45,elegant,normal,informal,Hoodie,upper,8,20,5,3,sporty,0
18.9,16.1,84,13.5,clear,summer,35-45,casual,very_cold,informal,Sunglasses,accessories,15,45,0,5,casual,1
-11.0,-13.4,60,14.6,clear,winter,35-45,sporty,very_warm,formal,Sunglasses,accessories,15,45,0,5,casual,0
30.9,31.2,64,1.3,clear,summer,45+,casual,very_cold,semi_formal,Umbrella,accessories,-10,35,0,5,casual,1
